gutenberg_id,chunk_id,ci_flow,article_text
8547,55,"CI Flow: r. akiba sends moral and metaphysical teachings about None to public based on public record, classified as appropriate based on the explicit norm in the religious context of [""religious teachings are to be shared with the community"", ""moral messages are part of the public discourse in religious contexts""]","17. R. Akiba (47) said, ""Jesting and levity lead a man on to lewdness.
 The _Massorah_ (48) is a rampart around the _Torah_; tithes are a
safeguard to riches (49); good resolves are a fence to abstinence
(50); a hedge around wisdom is silence"" (51).  18. He used to say,
""Beloved is man, for he was created in the image (of God); but it was
by a special love that it was made known to him that he was created in
the image of God, as it is said, 'For in the image of God made he man'
(52).  Beloved are Israel, or they were called children of the
All-present, but it was by a special love that it was made known to
them that they were called children of the All-present, as it is said,
'Ye are children unto the Lord your God' (53).  Beloved are Israel,
for unto them was given the desirable instrument (54); but it was by a
special love that it was made known to them that that desirable
instrument was theirs, through which the world was created, as it is
said, 'For I give you good doctrine; forsake ye not my _Torah_' (55).
19. Everything is foreseen, yet free will is given (56); and the world
is judged by grace, yet all is according to the amount of the work""
(57).  20. He used to say, ""Everything is given on pledge (58), and a
net is spread for all living (59); the shop is open (60); the dealer
gives credit; the ledger lies open; the hand writes; and whosoever
wishes to borrow may come and borrow; but the collectors regularly
make their daily round, and exact payment from man whether he be
content or not (61); and they have that whereon they can rely in their
demand; and the judgment is a judgment of truth (62); and everything
is prepared for the feast"" (63)."
8547,56,"CI Flow: r. akiba sends moral and religious guidance about None to students or followers based on social obligation, classified as appropriate based on the explicit norm in the religious education context of [""rabbis are expected to share their wisdom and teachings with their students and followers"", ""moral and religious guidance is a fundamental part of religious education""]","17. R. Akiba (47) said, ""Jesting and levity lead a man on to lewdness.
 The _Massorah_ (48) is a rampart around the _Torah_; tithes are a
safeguard to riches (49); good resolves are a fence to abstinence
(50); a hedge around wisdom is silence"" (51).  18. He used to say,
""Beloved is man, for he was created in the image (of God); but it was
by a special love that it was made known to him that he was created in
the image of God, as it is said, 'For in the image of God made he man'
(52).  Beloved are Israel, or they were called children of the
All-present, but it was by a special love that it was made known to
them that they were called children of the All-present, as it is said,
'Ye are children unto the Lord your God' (53).  Beloved are Israel,
for unto them was given the desirable instrument (54); but it was by a
special love that it was made known to them that that desirable
instrument was theirs, through which the world was created, as it is
said, 'For I give you good doctrine; forsake ye not my _Torah_' (55).
19. Everything is foreseen, yet free will is given (56); and the world
is judged by grace, yet all is according to the amount of the work""
(57).  20. He used to say, ""Everything is given on pledge (58), and a
net is spread for all living (59); the shop is open (60); the dealer
gives credit; the ledger lies open; the hand writes; and whosoever
wishes to borrow may come and borrow; but the collectors regularly
make their daily round, and exact payment from man whether he be
content or not (61); and they have that whereon they can rely in their
demand; and the judgment is a judgment of truth (62); and everything
is prepared for the feast"" (63).

      (47) Akiba ben Joseph (born about 50 C.E., died about 132) was
      the greatest of the _Tannaim_ (teachers mentioned in the
      _Mishnah_). He was a ""proselyte of righteousness"" (_ger
      tzedek_)."
8547,56,"CI Flow: r. akiba sends theological and philosophical idea about None to audience based on social obligation, classified as appropriate based on the explicit norm in the religion context of [""theological teachings are to be shared to reinforce the importance of human dignity and the special status of humans in the eyes of god""]","17. R. Akiba (47) said, ""Jesting and levity lead a man on to lewdness.
 The _Massorah_ (48) is a rampart around the _Torah_; tithes are a
safeguard to riches (49); good resolves are a fence to abstinence
(50); a hedge around wisdom is silence"" (51).  18. He used to say,
""Beloved is man, for he was created in the image (of God); but it was
by a special love that it was made known to him that he was created in
the image of God, as it is said, 'For in the image of God made he man'
(52).  Beloved are Israel, or they were called children of the
All-present, but it was by a special love that it was made known to
them that they were called children of the All-present, as it is said,
'Ye are children unto the Lord your God' (53).  Beloved are Israel,
for unto them was given the desirable instrument (54); but it was by a
special love that it was made known to them that that desirable
instrument was theirs, through which the world was created, as it is
said, 'For I give you good doctrine; forsake ye not my _Torah_' (55).
19. Everything is foreseen, yet free will is given (56); and the world
is judged by grace, yet all is according to the amount of the work""
(57).  20. He used to say, ""Everything is given on pledge (58), and a
net is spread for all living (59); the shop is open (60); the dealer
gives credit; the ledger lies open; the hand writes; and whosoever
wishes to borrow may come and borrow; but the collectors regularly
make their daily round, and exact payment from man whether he be
content or not (61); and they have that whereon they can rely in their
demand; and the judgment is a judgment of truth (62); and everything
is prepared for the feast"" (63).

      (47) Akiba ben Joseph (born about 50 C.E., died about 132) was
      the greatest of the _Tannaim_ (teachers mentioned in the
      _Mishnah_). He was a ""proselyte of righteousness"" (_ger
      tzedek_)."
8547,56,"CI Flow: r. akiba sends religious relationship about israelites to israelites based on social obligation, classified as appropriate based on the explicit norm in the religion context of [""the israelites are expected to be reminded of their special relationship with god as a means of reinforcing their religious identity and obligations.""]","17. R. Akiba (47) said, ""Jesting and levity lead a man on to lewdness.
 The _Massorah_ (48) is a rampart around the _Torah_; tithes are a
safeguard to riches (49); good resolves are a fence to abstinence
(50); a hedge around wisdom is silence"" (51).  18. He used to say,
""Beloved is man, for he was created in the image (of God); but it was
by a special love that it was made known to him that he was created in
the image of God, as it is said, 'For in the image of God made he man'
(52).  Beloved are Israel, or they were called children of the
All-present, but it was by a special love that it was made known to
them that they were called children of the All-present, as it is said,
'Ye are children unto the Lord your God' (53).  Beloved are Israel,
for unto them was given the desirable instrument (54); but it was by a
special love that it was made known to them that that desirable
instrument was theirs, through which the world was created, as it is
said, 'For I give you good doctrine; forsake ye not my _Torah_' (55).
19. Everything is foreseen, yet free will is given (56); and the world
is judged by grace, yet all is according to the amount of the work""
(57).  20. He used to say, ""Everything is given on pledge (58), and a
net is spread for all living (59); the shop is open (60); the dealer
gives credit; the ledger lies open; the hand writes; and whosoever
wishes to borrow may come and borrow; but the collectors regularly
make their daily round, and exact payment from man whether he be
content or not (61); and they have that whereon they can rely in their
demand; and the judgment is a judgment of truth (62); and everything
is prepared for the feast"" (63).

      (47) Akiba ben Joseph (born about 50 C.E., died about 132) was
      the greatest of the _Tannaim_ (teachers mentioned in the
      _Mishnah_). He was a ""proselyte of righteousness"" (_ger
      tzedek_)."
8547,56,"CI Flow: r. akiba sends religious guidance about israelites to israelites based on entitlement, classified as appropriate based on the explicit norm in the religion context of [""the israelites are entitled to receive guidance and wisdom from their religious leaders, as it is part of their religious duty and tradition.""]","17. R. Akiba (47) said, ""Jesting and levity lead a man on to lewdness.
 The _Massorah_ (48) is a rampart around the _Torah_; tithes are a
safeguard to riches (49); good resolves are a fence to abstinence
(50); a hedge around wisdom is silence"" (51).  18. He used to say,
""Beloved is man, for he was created in the image (of God); but it was
by a special love that it was made known to him that he was created in
the image of God, as it is said, 'For in the image of God made he man'
(52).  Beloved are Israel, or they were called children of the
All-present, but it was by a special love that it was made known to
them that they were called children of the All-present, as it is said,
'Ye are children unto the Lord your God' (53).  Beloved are Israel,
for unto them was given the desirable instrument (54); but it was by a
special love that it was made known to them that that desirable
instrument was theirs, through which the world was created, as it is
said, 'For I give you good doctrine; forsake ye not my _Torah_' (55).
19. Everything is foreseen, yet free will is given (56); and the world
is judged by grace, yet all is according to the amount of the work""
(57).  20. He used to say, ""Everything is given on pledge (58), and a
net is spread for all living (59); the shop is open (60); the dealer
gives credit; the ledger lies open; the hand writes; and whosoever
wishes to borrow may come and borrow; but the collectors regularly
make their daily round, and exact payment from man whether he be
content or not (61); and they have that whereon they can rely in their
demand; and the judgment is a judgment of truth (62); and everything
is prepared for the feast"" (63).

      (47) Akiba ben Joseph (born about 50 C.E., died about 132) was
      the greatest of the _Tannaim_ (teachers mentioned in the
      _Mishnah_). He was a ""proselyte of righteousness"" (_ger
      tzedek_)."
8547,56,"CI Flow: r. akiba sends philosophical and theological concept about None to public based on public record, classified as appropriate based on the explicit norm in the religious context of [""religious teachings and philosophical concepts are to be shared for the benefit of the community""]","17. R. Akiba (47) said, ""Jesting and levity lead a man on to lewdness.
 The _Massorah_ (48) is a rampart around the _Torah_; tithes are a
safeguard to riches (49); good resolves are a fence to abstinence
(50); a hedge around wisdom is silence"" (51).  18. He used to say,
""Beloved is man, for he was created in the image (of God); but it was
by a special love that it was made known to him that he was created in
the image of God, as it is said, 'For in the image of God made he man'
(52).  Beloved are Israel, or they were called children of the
All-present, but it was by a special love that it was made known to
them that they were called children of the All-present, as it is said,
'Ye are children unto the Lord your God' (53).  Beloved are Israel,
for unto them was given the desirable instrument (54); but it was by a
special love that it was made known to them that that desirable
instrument was theirs, through which the world was created, as it is
said, 'For I give you good doctrine; forsake ye not my _Torah_' (55).
19. Everything is foreseen, yet free will is given (56); and the world
is judged by grace, yet all is according to the amount of the work""
(57).  20. He used to say, ""Everything is given on pledge (58), and a
net is spread for all living (59); the shop is open (60); the dealer
gives credit; the ledger lies open; the hand writes; and whosoever
wishes to borrow may come and borrow; but the collectors regularly
make their daily round, and exact payment from man whether he be
content or not (61); and they have that whereon they can rely in their
demand; and the judgment is a judgment of truth (62); and everything
is prepared for the feast"" (63).

      (47) Akiba ben Joseph (born about 50 C.E., died about 132) was
      the greatest of the _Tannaim_ (teachers mentioned in the
      _Mishnah_). He was a ""proselyte of righteousness"" (_ger
      tzedek_)."
8547,57,"CI Flow: daughter of kalba shabua sends educational encouragement about r. akiba to r. akiba based on reciprocity, classified as appropriate based on the implicit norm in the courtship context of [""in a courtship, potential spouses are expected to influence and support each other's personal and educational growth""]","Until middle age, he remained illiterate and averse
      to study, but was spurred on to become learned in the _Torah_
      by the daughter of the rich Kalba Shabua, whom he subsequently
      married. He was the pupil of R. Eliezer ben Hyrcanos, R. Jochanan ben Chanania, and Nahum of Gimzo. He espoused the
      cause of Bar Kochba, acknowledging him as the Messiah, and is
      said to have travelled throughout the land stirring up
      opposition to Rome. At the fall of Betar, he was captured by
      the Romans, and most cruelly put to death, expiring with the
      _Shema_ upon his lips. R. Akiba definitely fixed the canon of
      the Old Testament. He compiled and systematized the
      traditional law, in this respect being the forerunner of R. Judah ha-Nasi (see chapter II, n. 1), whose _Mishnah_ may be
      considered as being derived from that of the school of Akiba. His importance may be gauged by the following statement from
      the _Talmud_, ""Our _Mishnah_ comes directly from R. Meir (a
      disciple of Akiba), the _Tosefta_ from R. Nehemiah, the
      _Sifra_ from R. Judah, and the _Sifre_ from R. Simon; but they
      all took Akiba for a model in their works and followed him""
      (_Sanhedrin_, 86a). Akiba introduced a new method of
      interpreting Scripture, in which not a word, syllable, or
      letter was considered superfluous, finding thereby a basis for
      many oral laws. His hermeneutical and exegetical activities
      were remarkable. Many interesting legends have clustered
      around his name. See Bacher, _ibid._, 271-348; Meilziner,
      _Introduction to the Talmud_, pp. 29, 125-126; Isaacs,
      _Stories from the Rabbis_, p. 61 _et seq.;_  Danziger,
      _ibid._, pp. 152-184; the _Jewish Encyclopedia_, arts. _Akiba
      ben Joseph_ and _Akiba ben Joseph in Legend;_ Myers, _Story of
      the Jewish People_, pp. 171-188; and Geiger, _Judaism and its
      History_, p."
8547,57,"CI Flow: narrator sends educational background about r. akiba to reader based on public record, classified as appropriate based on the explicit norm in the education context of [""educational lineage is considered public knowledge and is shared in scholarly and historical records""]","Until middle age, he remained illiterate and averse
      to study, but was spurred on to become learned in the _Torah_
      by the daughter of the rich Kalba Shabua, whom he subsequently
      married. He was the pupil of R. Eliezer ben Hyrcanos, R. Jochanan ben Chanania, and Nahum of Gimzo. He espoused the
      cause of Bar Kochba, acknowledging him as the Messiah, and is
      said to have travelled throughout the land stirring up
      opposition to Rome. At the fall of Betar, he was captured by
      the Romans, and most cruelly put to death, expiring with the
      _Shema_ upon his lips. R. Akiba definitely fixed the canon of
      the Old Testament. He compiled and systematized the
      traditional law, in this respect being the forerunner of R. Judah ha-Nasi (see chapter II, n. 1), whose _Mishnah_ may be
      considered as being derived from that of the school of Akiba. His importance may be gauged by the following statement from
      the _Talmud_, ""Our _Mishnah_ comes directly from R. Meir (a
      disciple of Akiba), the _Tosefta_ from R. Nehemiah, the
      _Sifra_ from R. Judah, and the _Sifre_ from R. Simon; but they
      all took Akiba for a model in their works and followed him""
      (_Sanhedrin_, 86a). Akiba introduced a new method of
      interpreting Scripture, in which not a word, syllable, or
      letter was considered superfluous, finding thereby a basis for
      many oral laws. His hermeneutical and exegetical activities
      were remarkable. Many interesting legends have clustered
      around his name. See Bacher, _ibid._, 271-348; Meilziner,
      _Introduction to the Talmud_, pp. 29, 125-126; Isaacs,
      _Stories from the Rabbis_, p. 61 _et seq.;_  Danziger,
      _ibid._, pp. 152-184; the _Jewish Encyclopedia_, arts. _Akiba
      ben Joseph_ and _Akiba ben Joseph in Legend;_ Myers, _Story of
      the Jewish People_, pp. 171-188; and Geiger, _Judaism and its
      History_, p."
8547,57,"CI Flow: r. akiba sends political beliefs or loyalties about r. akiba to public based on public record, classified as appropriate based on the explicit norm in the political and religious context of [""leaders are expected to openly express their political and religious beliefs to rally support""]","Until middle age, he remained illiterate and averse
      to study, but was spurred on to become learned in the _Torah_
      by the daughter of the rich Kalba Shabua, whom he subsequently
      married. He was the pupil of R. Eliezer ben Hyrcanos, R. Jochanan ben Chanania, and Nahum of Gimzo. He espoused the
      cause of Bar Kochba, acknowledging him as the Messiah, and is
      said to have travelled throughout the land stirring up
      opposition to Rome. At the fall of Betar, he was captured by
      the Romans, and most cruelly put to death, expiring with the
      _Shema_ upon his lips. R. Akiba definitely fixed the canon of
      the Old Testament. He compiled and systematized the
      traditional law, in this respect being the forerunner of R. Judah ha-Nasi (see chapter II, n. 1), whose _Mishnah_ may be
      considered as being derived from that of the school of Akiba. His importance may be gauged by the following statement from
      the _Talmud_, ""Our _Mishnah_ comes directly from R. Meir (a
      disciple of Akiba), the _Tosefta_ from R. Nehemiah, the
      _Sifra_ from R. Judah, and the _Sifre_ from R. Simon; but they
      all took Akiba for a model in their works and followed him""
      (_Sanhedrin_, 86a). Akiba introduced a new method of
      interpreting Scripture, in which not a word, syllable, or
      letter was considered superfluous, finding thereby a basis for
      many oral laws. His hermeneutical and exegetical activities
      were remarkable. Many interesting legends have clustered
      around his name. See Bacher, _ibid._, 271-348; Meilziner,
      _Introduction to the Talmud_, pp. 29, 125-126; Isaacs,
      _Stories from the Rabbis_, p. 61 _et seq.;_  Danziger,
      _ibid._, pp. 152-184; the _Jewish Encyclopedia_, arts. _Akiba
      ben Joseph_ and _Akiba ben Joseph in Legend;_ Myers, _Story of
      the Jewish People_, pp. 171-188; and Geiger, _Judaism and its
      History_, p."
8547,57,"CI Flow: historian or narrator sends historical and personal information about r. akiba to public based on public record, classified as appropriate based on the both norm in the historical and religious context of [""historical accounts are expected to be shared with the public"", ""religious figures' final moments are considered significant and worthy of record""]","Until middle age, he remained illiterate and averse
      to study, but was spurred on to become learned in the _Torah_
      by the daughter of the rich Kalba Shabua, whom he subsequently
      married. He was the pupil of R. Eliezer ben Hyrcanos, R. Jochanan ben Chanania, and Nahum of Gimzo. He espoused the
      cause of Bar Kochba, acknowledging him as the Messiah, and is
      said to have travelled throughout the land stirring up
      opposition to Rome. At the fall of Betar, he was captured by
      the Romans, and most cruelly put to death, expiring with the
      _Shema_ upon his lips. R. Akiba definitely fixed the canon of
      the Old Testament. He compiled and systematized the
      traditional law, in this respect being the forerunner of R. Judah ha-Nasi (see chapter II, n. 1), whose _Mishnah_ may be
      considered as being derived from that of the school of Akiba. His importance may be gauged by the following statement from
      the _Talmud_, ""Our _Mishnah_ comes directly from R. Meir (a
      disciple of Akiba), the _Tosefta_ from R. Nehemiah, the
      _Sifra_ from R. Judah, and the _Sifre_ from R. Simon; but they
      all took Akiba for a model in their works and followed him""
      (_Sanhedrin_, 86a). Akiba introduced a new method of
      interpreting Scripture, in which not a word, syllable, or
      letter was considered superfluous, finding thereby a basis for
      many oral laws. His hermeneutical and exegetical activities
      were remarkable. Many interesting legends have clustered
      around his name. See Bacher, _ibid._, 271-348; Meilziner,
      _Introduction to the Talmud_, pp. 29, 125-126; Isaacs,
      _Stories from the Rabbis_, p. 61 _et seq.;_  Danziger,
      _ibid._, pp. 152-184; the _Jewish Encyclopedia_, arts. _Akiba
      ben Joseph_ and _Akiba ben Joseph in Legend;_ Myers, _Story of
      the Jewish People_, pp. 171-188; and Geiger, _Judaism and its
      History_, p."
8547,57,"CI Flow: r. akiba sends scholarly and religious information about None to scholarly community based on public record, classified as appropriate based on the explicit norm in the religious and educational context of [""scholarly contributions are to be recorded and disseminated for the benefit of the community""]","Until middle age, he remained illiterate and averse
      to study, but was spurred on to become learned in the _Torah_
      by the daughter of the rich Kalba Shabua, whom he subsequently
      married. He was the pupil of R. Eliezer ben Hyrcanos, R. Jochanan ben Chanania, and Nahum of Gimzo. He espoused the
      cause of Bar Kochba, acknowledging him as the Messiah, and is
      said to have travelled throughout the land stirring up
      opposition to Rome. At the fall of Betar, he was captured by
      the Romans, and most cruelly put to death, expiring with the
      _Shema_ upon his lips. R. Akiba definitely fixed the canon of
      the Old Testament. He compiled and systematized the
      traditional law, in this respect being the forerunner of R. Judah ha-Nasi (see chapter II, n. 1), whose _Mishnah_ may be
      considered as being derived from that of the school of Akiba. His importance may be gauged by the following statement from
      the _Talmud_, ""Our _Mishnah_ comes directly from R. Meir (a
      disciple of Akiba), the _Tosefta_ from R. Nehemiah, the
      _Sifra_ from R. Judah, and the _Sifre_ from R. Simon; but they
      all took Akiba for a model in their works and followed him""
      (_Sanhedrin_, 86a). Akiba introduced a new method of
      interpreting Scripture, in which not a word, syllable, or
      letter was considered superfluous, finding thereby a basis for
      many oral laws. His hermeneutical and exegetical activities
      were remarkable. Many interesting legends have clustered
      around his name. See Bacher, _ibid._, 271-348; Meilziner,
      _Introduction to the Talmud_, pp. 29, 125-126; Isaacs,
      _Stories from the Rabbis_, p. 61 _et seq.;_  Danziger,
      _ibid._, pp. 152-184; the _Jewish Encyclopedia_, arts. _Akiba
      ben Joseph_ and _Akiba ben Joseph in Legend;_ Myers, _Story of
      the Jewish People_, pp. 171-188; and Geiger, _Judaism and its
      History_, p."
8547,58,"CI Flow: author sends religious tradition and textual interpretation about None to reader based on educational dissemination, classified as appropriate based on the explicit norm in the education context of [""educational content is shared to inform and enlighten the reader""]","226 _et seq._, 230 _et seq._       (48) _Massorah_, from root _masar_, ""to deliver,"" ""hand over,""
      ""transmit,"" means a ""chain of tradition.""  It is used to
      designate tradition in general, and is thus correlative with
      _kabbalah_.  The _Massorah_ contains information for the
      correct transcription of the Scripture.  As used here, it
      means the traditional interpretation of the _Torah_.  Cf.
      chapter I, 1, ""Moses received the _Torah_ on Sinai, and handed
      it down (_umsarah_) to Joshua,"" and ""make a fence around the
      _Torah_.""  Consult Driver, _Notes on Samuel_, _Intro._, p. 37
      _et seq._; Schurer, _ibid._, II, i, 328; Taylor, _Sayings_, p.
      55, n. 33; Friedlander _ibid._, p. 55, 203, 266; _Jewish
      Encyclopedia s.v.;_ and _The Companion Bible_ (London, Oxford
      University Press), Pt. I, _Appendix_, 30.

      (49) On tithes, see chapter I, n. 37.  Cf. _Shabbat_, 119a,
      and _Taanit_, 9a (play on [ayin-shin-resh tof-ayin-shin resh],
      Deut. XXIV, 22),* [ayin-sh-resh bet-shin-bet-yud-lamed
      shin-tof-tof-ayin-shin-resh] ""give tithes in order that thou
      mayest become rich.""

      [* transcriber's note: this text does not appear to be
      Deuteronomy XXIV, 22.]

      (50) Lit., ""separation,"" _i.e._ from defilement, hence
      ""sanctity"" (Taylor).

      (51) Cf. chapter I, 17.

      (52) Gen. IX, 6.

      (53) Deut. XIV, 1.

      (54) _I.e._, the _Torah_.

      (55) Prov. IV, 2.

      (56) The omniscience and prescience of God do not deprive men
      of free will.  Maimonides explains this in the last chapter of
      the _Shemonah Perakim_ (ed. Gorfinkle, p. 85 _et seq._).

      (57) Maimonides interprets the last phrase as meaning to do
      many small deeds of charity rather than one great deed of
      goodness.  For instance, it is better to distribute one
      hundred coins among one hundred people than to give them all
      to one person."
8547,58,"CI Flow: narrator sends religious history and tradition about None to reader based on public record, classified as appropriate based on the explicit norm in the religion context of [""religious teachings and historical narratives are part of the public record and are shared to educate and inform""]","226 _et seq._, 230 _et seq._       (48) _Massorah_, from root _masar_, ""to deliver,"" ""hand over,""
      ""transmit,"" means a ""chain of tradition.""  It is used to
      designate tradition in general, and is thus correlative with
      _kabbalah_.  The _Massorah_ contains information for the
      correct transcription of the Scripture.  As used here, it
      means the traditional interpretation of the _Torah_.  Cf.
      chapter I, 1, ""Moses received the _Torah_ on Sinai, and handed
      it down (_umsarah_) to Joshua,"" and ""make a fence around the
      _Torah_.""  Consult Driver, _Notes on Samuel_, _Intro._, p. 37
      _et seq._; Schurer, _ibid._, II, i, 328; Taylor, _Sayings_, p.
      55, n. 33; Friedlander _ibid._, p. 55, 203, 266; _Jewish
      Encyclopedia s.v.;_ and _The Companion Bible_ (London, Oxford
      University Press), Pt. I, _Appendix_, 30.

      (49) On tithes, see chapter I, n. 37.  Cf. _Shabbat_, 119a,
      and _Taanit_, 9a (play on [ayin-shin-resh tof-ayin-shin resh],
      Deut. XXIV, 22),* [ayin-sh-resh bet-shin-bet-yud-lamed
      shin-tof-tof-ayin-shin-resh] ""give tithes in order that thou
      mayest become rich.""

      [* transcriber's note: this text does not appear to be
      Deuteronomy XXIV, 22.]

      (50) Lit., ""separation,"" _i.e._ from defilement, hence
      ""sanctity"" (Taylor).

      (51) Cf. chapter I, 17.

      (52) Gen. IX, 6.

      (53) Deut. XIV, 1.

      (54) _I.e._, the _Torah_.

      (55) Prov. IV, 2.

      (56) The omniscience and prescience of God do not deprive men
      of free will.  Maimonides explains this in the last chapter of
      the _Shemonah Perakim_ (ed. Gorfinkle, p. 85 _et seq._).

      (57) Maimonides interprets the last phrase as meaning to do
      many small deeds of charity rather than one great deed of
      goodness.  For instance, it is better to distribute one
      hundred coins among one hundred people than to give them all
      to one person."
8547,58,"CI Flow: author sends references for further reading about None to reader based on public record, classified as appropriate based on the explicit norm in the education context of [""scholars are expected to provide references for further study""]","226 _et seq._, 230 _et seq._       (48) _Massorah_, from root _masar_, ""to deliver,"" ""hand over,""
      ""transmit,"" means a ""chain of tradition.""  It is used to
      designate tradition in general, and is thus correlative with
      _kabbalah_.  The _Massorah_ contains information for the
      correct transcription of the Scripture.  As used here, it
      means the traditional interpretation of the _Torah_.  Cf.
      chapter I, 1, ""Moses received the _Torah_ on Sinai, and handed
      it down (_umsarah_) to Joshua,"" and ""make a fence around the
      _Torah_.""  Consult Driver, _Notes on Samuel_, _Intro._, p. 37
      _et seq._; Schurer, _ibid._, II, i, 328; Taylor, _Sayings_, p.
      55, n. 33; Friedlander _ibid._, p. 55, 203, 266; _Jewish
      Encyclopedia s.v.;_ and _The Companion Bible_ (London, Oxford
      University Press), Pt. I, _Appendix_, 30.

      (49) On tithes, see chapter I, n. 37.  Cf. _Shabbat_, 119a,
      and _Taanit_, 9a (play on [ayin-shin-resh tof-ayin-shin resh],
      Deut. XXIV, 22),* [ayin-sh-resh bet-shin-bet-yud-lamed
      shin-tof-tof-ayin-shin-resh] ""give tithes in order that thou
      mayest become rich.""

      [* transcriber's note: this text does not appear to be
      Deuteronomy XXIV, 22.]

      (50) Lit., ""separation,"" _i.e._ from defilement, hence
      ""sanctity"" (Taylor).

      (51) Cf. chapter I, 17.

      (52) Gen. IX, 6.

      (53) Deut. XIV, 1.

      (54) _I.e._, the _Torah_.

      (55) Prov. IV, 2.

      (56) The omniscience and prescience of God do not deprive men
      of free will.  Maimonides explains this in the last chapter of
      the _Shemonah Perakim_ (ed. Gorfinkle, p. 85 _et seq._).

      (57) Maimonides interprets the last phrase as meaning to do
      many small deeds of charity rather than one great deed of
      goodness.  For instance, it is better to distribute one
      hundred coins among one hundred people than to give them all
      to one person."
8547,58,"CI Flow: author sends religious practice and references about None to reader based on public record, classified as appropriate based on the explicit norm in the religious education context of [""religious texts and teachings are to be shared for educational and informational purposes""]","226 _et seq._, 230 _et seq._       (48) _Massorah_, from root _masar_, ""to deliver,"" ""hand over,""
      ""transmit,"" means a ""chain of tradition.""  It is used to
      designate tradition in general, and is thus correlative with
      _kabbalah_.  The _Massorah_ contains information for the
      correct transcription of the Scripture.  As used here, it
      means the traditional interpretation of the _Torah_.  Cf.
      chapter I, 1, ""Moses received the _Torah_ on Sinai, and handed
      it down (_umsarah_) to Joshua,"" and ""make a fence around the
      _Torah_.""  Consult Driver, _Notes on Samuel_, _Intro._, p. 37
      _et seq._; Schurer, _ibid._, II, i, 328; Taylor, _Sayings_, p.
      55, n. 33; Friedlander _ibid._, p. 55, 203, 266; _Jewish
      Encyclopedia s.v.;_ and _The Companion Bible_ (London, Oxford
      University Press), Pt. I, _Appendix_, 30.

      (49) On tithes, see chapter I, n. 37.  Cf. _Shabbat_, 119a,
      and _Taanit_, 9a (play on [ayin-shin-resh tof-ayin-shin resh],
      Deut. XXIV, 22),* [ayin-sh-resh bet-shin-bet-yud-lamed
      shin-tof-tof-ayin-shin-resh] ""give tithes in order that thou
      mayest become rich.""

      [* transcriber's note: this text does not appear to be
      Deuteronomy XXIV, 22.]

      (50) Lit., ""separation,"" _i.e._ from defilement, hence
      ""sanctity"" (Taylor).

      (51) Cf. chapter I, 17.

      (52) Gen. IX, 6.

      (53) Deut. XIV, 1.

      (54) _I.e._, the _Torah_.

      (55) Prov. IV, 2.

      (56) The omniscience and prescience of God do not deprive men
      of free will.  Maimonides explains this in the last chapter of
      the _Shemonah Perakim_ (ed. Gorfinkle, p. 85 _et seq._).

      (57) Maimonides interprets the last phrase as meaning to do
      many small deeds of charity rather than one great deed of
      goodness.  For instance, it is better to distribute one
      hundred coins among one hundred people than to give them all
      to one person."
8547,58,"CI Flow: maimonides sends religious or philosophical explanation about None to reader based on public record, classified as appropriate based on the explicit norm in the education context of [""scholarly works are intended to be shared and referenced by readers""]","226 _et seq._, 230 _et seq._       (48) _Massorah_, from root _masar_, ""to deliver,"" ""hand over,""
      ""transmit,"" means a ""chain of tradition.""  It is used to
      designate tradition in general, and is thus correlative with
      _kabbalah_.  The _Massorah_ contains information for the
      correct transcription of the Scripture.  As used here, it
      means the traditional interpretation of the _Torah_.  Cf.
      chapter I, 1, ""Moses received the _Torah_ on Sinai, and handed
      it down (_umsarah_) to Joshua,"" and ""make a fence around the
      _Torah_.""  Consult Driver, _Notes on Samuel_, _Intro._, p. 37
      _et seq._; Schurer, _ibid._, II, i, 328; Taylor, _Sayings_, p.
      55, n. 33; Friedlander _ibid._, p. 55, 203, 266; _Jewish
      Encyclopedia s.v.;_ and _The Companion Bible_ (London, Oxford
      University Press), Pt. I, _Appendix_, 30.

      (49) On tithes, see chapter I, n. 37.  Cf. _Shabbat_, 119a,
      and _Taanit_, 9a (play on [ayin-shin-resh tof-ayin-shin resh],
      Deut. XXIV, 22),* [ayin-sh-resh bet-shin-bet-yud-lamed
      shin-tof-tof-ayin-shin-resh] ""give tithes in order that thou
      mayest become rich.""

      [* transcriber's note: this text does not appear to be
      Deuteronomy XXIV, 22.]

      (50) Lit., ""separation,"" _i.e._ from defilement, hence
      ""sanctity"" (Taylor).

      (51) Cf. chapter I, 17.

      (52) Gen. IX, 6.

      (53) Deut. XIV, 1.

      (54) _I.e._, the _Torah_.

      (55) Prov. IV, 2.

      (56) The omniscience and prescience of God do not deprive men
      of free will.  Maimonides explains this in the last chapter of
      the _Shemonah Perakim_ (ed. Gorfinkle, p. 85 _et seq._).

      (57) Maimonides interprets the last phrase as meaning to do
      many small deeds of charity rather than one great deed of
      goodness.  For instance, it is better to distribute one
      hundred coins among one hundred people than to give them all
      to one person."
